Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
"Manager attributes, psychological factors and sustainability reporting in small and mediumsized enterprises in Ghana","Acheampong Owusu, Tauringana Venancio, Nicholas Asare",10.1108/jgr-12-2022-0131,https://doi.org/10.1108/jgr-12-2022-0131,Journal of Global Responsibility,3,2024,Manager attributes and psychological factors affect the adoption of sustainability reporting by SMEs in Ghana.
The Convergence of Corporate Sustainability and Social Responsibility in Modern Business Contexts: A Bibliometric Analysis,"A. Gorski, D. Dumitrașcu",10.2478/sbe-2024-0004,https://doi.org/10.2478/sbe-2024-0004,Studies in Business and Economics,2,2024,"The paper explores the relationship between corporate sustainability and social responsibility, finding that social responsibility disclosure is an emergent topic in organizational accountability and transparency."
Challenges and How to Overcome Them in the Formulation and Implementation Process of a Sustainability Balanced Scorecard (SBSC),"A. Eifert, C. Julmi",10.3390/su142214816,https://doi.org/10.3390/su142214816,Sustainability,6,2022,"The paper discusses challenges in formulating and implementing a Sustainability Balanced Scorecard, but does not specifically address social sustainability reporting readiness in software services."
The effects of amended sustainability reporting requirements on corporate social responsibility reporting and firm value: the moderating role of assurance,"Ahmed Elsayed Awad Bakry, Zubir Azhar, K. Kishan",10.1108/jfra-11-2022-0414,https://doi.org/10.1108/jfra-11-2022-0414,Journal of Financial Reporting & Accounting,2,2023,"This paper is not directly relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on the effects of amended sustainability reporting requirements on corporate social responsibility reporting and firm value in Malaysia, rather than the challenges and drivers of social sustainability reporting in the software services industry."
ORGANISATIONAL LEARNING AS AN INNOVATIVE DETERMINANT OF ORGANISATIONAL SUSTAINABILITY: AN EVIDENCE BASED APPROACH,"N. Vihari, M. Rao, Prince Doliya",10.1142/S1363919619500191,https://doi.org/10.1142/S1363919619500191,International Journal of Innovation Management,5,2019,Organizational learning is an important determinant of organizational sustainability.
Unlocking the Path to Sustainability: A Hierarchical Model for Understanding Corporate Barriers to ESG Reporting Adoption,"Paridhi, Ritika, Hitesh Arora, Padmasai Arora, Neha Saini",10.3390/jrfm17120527,https://doi.org/10.3390/jrfm17120527,Journal of Risk and Financial Management,4,2024,"The paper identifies strategic, functional, and efficiency-level barriers that prevent corporations from adopting ESG reporting."
Mind your own Business: Ownership and its influence on sustainability,A. Chakrabarti,10.1016/j.ssci.2022.105926,https://doi.org/10.1016/j.ssci.2022.105926,Safety Science,4,2023,"Ownership type influences a firm's resource allocation towards corporate social responsibility and health, safety, and wellbeing."
Sustainability risk management: Are Malaysian companies ready?,"Shazrul Ekhmar Abdul Razak, Mazlina Mustapha, Sabarina Mohammed Shah, Nor Aziah Abu Kasim",10.1016/j.heliyon.2024.e24681,https://doi.org/10.1016/j.heliyon.2024.e24681,Heliyon,4,2024,"The paper is not directly relevant to the query, which is about social sustainability reporting readiness in software services. This paper examines the factors influencing sustainability risk management implementation in Malaysian companies."
"Exploring the Level of Meeting the Economic, Environmental, and Social Sustainability of Southern Fertilizer Company According to GRI Standards: Evidence from Iraq","Dhahir Habib Bahedh, S. Al-Tamimi",10.18280/ijsdp.200423,https://doi.org/10.18280/ijsdp.200423,International Journal of Sustainable Development and Planning,0,2025,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it explores the sustainability of a fertilizer company according to GRI standards."
A win-win situation: uncovering the relationship between CSR reporting and financial performance in Indian companies,"Shubham Singhania, Akshita Arora, Varda Sardana",10.1108/ijlma-05-2023-0126,https://doi.org/10.1108/ijlma-05-2023-0126,International Journal of Law and Management,5,2023,CSR reporting positively impacts the financial performance of Indian companies.
Making the grade: An analysis of sustainability reporting standards and Global Reporting Initiative adherence ratings,"Wesley Friske, A. Nikolov, Todd Morgan",10.1002/csr.2686,https://doi.org/10.1002/csr.2686,Corporate Social Responsibility and Environmental Management,5,2023,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
The impact of corruption on companies' engagement in sustainability reporting practices: an empirical examination,"A. Cicchiello, Amirreza Kazemikhasragh, S. Perdichizzi, Andrea Rey",10.1108/ijoem-03-2022-0418,https://doi.org/10.1108/ijoem-03-2022-0418,International Journal of Emerging Markets,3,2023,Corruption negatively impacts companies' engagement in sustainability reporting practices in low- and middle-income countries.
An Exploration of Content and Drivers of Online Sustainability Disclosure: A Study of Italian Organisations,"M. Mura, M. Longo, A. R. Domingues, S. Zanni",10.3390/SU11123422,https://doi.org/10.3390/SU11123422,Sustainability,5,2019,"The paper explores the content and drivers of online sustainability disclosure by Italian organizations, finding that overall disclosure is low but varies by organizational characteristics."
Toward transparency: developing and validating a sustainability disclosure characteristics scale,"Shubham Singhania, Varda Sardana, Naval Garg, Jagvinder Singh",10.1108/sbr-06-2024-0184,https://doi.org/10.1108/sbr-06-2024-0184,Society and Business Review,0,2025,This paper develops and validates a scale to measure corporate sustainability disclosure characteristics from the perspective of different stakeholders.
Non-Financial Disclosure and Integrated Reporting: Practices and Critical Issues,"Lucrezia Songini, A. Pistoni, Pierre Baret, M. Kunc",10.1108/s1479-3512202034,https://doi.org/10.1108/s1479-3512202034,Studies in Managerial and Financial Accounting,3,2020,"The paper discusses non-financial disclosure, integrated reporting, and related practices and critical issues, but does not specifically address social sustainability reporting readiness in software services."
International financial reporting standards convergence in the Indian context: Insights from practitioners,S. Uzma,10.1002/pa.2861,https://doi.org/10.1002/pa.2861,Journal of Public Affairs,3,2023,This paper is not relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
"An Analysis of Key Environmental, Social and Governance (ESG) Metrics in Several Important Manufacturing Segments of India","Sweta Bania, J. Biswas",10.1177/09746862241276938,https://doi.org/10.1177/09746862241276938,Indian Journal of Corporate Governance,2,2024,"This paper analyzes key environmental, social and governance (ESG) metrics in several important manufacturing segments in India."
Does tax disclosure in Global Reporting Initiative (GRI)-based sustainability reporting mitigate aggressive tax avoidance? Evidence from a developing country,Astrid Rudyanto,10.1108/jgr-05-2023-0077,https://doi.org/10.1108/jgr-05-2023-0077,Journal of Global Responsibility,3,2024,Disclosing tax payments in GRI-based sustainability reports reduces aggressive tax avoidance.
Factors Impacting Corporate Social Responsibility of Top Firms Listed in India,"Vikas Behal, Rajinder Kumar Uppal",10.17010/ijf/2023/v17i6/171974,https://doi.org/10.17010/ijf/2023/v17i6/171974,Indian Journal of Finance,1,2023,"Firm size, age, and leverage positively impact corporate social responsibility (CSR) disclosure, while promoter ownership negatively impacts CSR reporting in Indian firms."
Digital Technologies for Social Supply Chain Sustainability: An Empirical Analysis Through the Lens of Dynamic Capabilities and Complexity Theory,"Prerna Malakar, S. Khan, A. Gunasekaran, M. Mubarik",10.1109/TEM.2024.3524896,https://doi.org/10.1109/TEM.2024.3524896,IEEE transactions on engineering management,4,2025,"Industry 4.0 digital technologies can enhance social sustainability in supply chains through improved transparency, visibility, and traceability."
A study of Corporate Sustainability Reporting Practices in the Indian Energy sector,"H. Arora, N. Anwer, S. Narula",10.13052/spee1048-5236.4235,https://doi.org/10.13052/spee1048-5236.4235,Strategic Planning for Energy and the Environment,1,2023,The paper examines sustainability disclosures of Indian energy companies and maps them to the Sustainable Development Goals.
A Roadmap for Integrating Sustainability into Software Engineering Education,"Ana Moreira, Patricia Lago, Rogardt Heldal, Stefanie Betz, Ian Brooks, Rafael Capilla, Vlad C. Coroamă, Leticia Duboc, João Paulo Fernandes, O. Leifler, Ngoc-Thanh Nguyen, Shola Oyedeji, Birgit Penzenstadler, A. Peters, J. Porras, C. Venters",10.1145/3708526,https://doi.org/10.1145/3708526,ACM Transactions on Software Engineering and Methodology,2,2024,"Software engineering education needs to fully integrate sustainability as a core competency to equip future engineers to drive positive, sustainable change."
Barriers and possible drivers for the implementation of sustainability in Brazilian business schools,"Alana Guadagnin, Jandir Pauli, Juliane Ruffatto, Leila Dal Moro",10.1108/ijshe-07-2022-0227,https://doi.org/10.1108/ijshe-07-2022-0227,International Journal of Sustainability in Higher Education,2,2023,"The paper identifies barriers and drivers for implementing sustainability practices in Brazilian business schools, with a focus on the social pillar and academic management."
Textual Attributes of Corporate Sustainability Reports and ESG Ratings,"Jie Huang, Derek D. Wang, Yiying Wang",10.3390/su16219270,https://doi.org/10.3390/su16219270,Sustainability,3,2024,"The textual attributes of corporate sustainability reports, such as length and completeness, significantly influence ESG ratings from both international and domestic agencies."
Impact of ESG reporting on earnings quality: evidence from India and influence of COVID-19,"Ketan Mulchandani, Kalyani Mulchandani, Sushma Vishnani",10.1080/17520843.2023.2284457,https://doi.org/10.1080/17520843.2023.2284457,Macroeconomics and Finance in Emerging Market Economies,4,2023,"ESG reporting positively impacts earnings quality, especially innate earnings quality, and both ESG and earnings quality improved after the COVID-19 pandemic."
Linking corporate social responsibility to sustainability performance: a multicase study approach in Qatari companies,"A. Al‐Swidi, Bader A. Al-Esmael, Anas Abdel Karim Al Bakri, M. A. Al‐Hakimi, Olfa Benarfa",10.1007/s43621-024-00688-3,https://doi.org/10.1007/s43621-024-00688-3,Discover Sustainability,2,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the link between corporate social responsibility and sustainability performance in Qatari companies across various industries."
The role of trade associations in promoting corporate sustainability transition and reporting: A case study in the food supply chain,"Andrea Caccialanza, Riccardo Torelli",10.1002/csr.2807,https://doi.org/10.1002/csr.2807,Corporate Social Responsibility and Environmental Management,2,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the role of trade associations in promoting corporate sustainability reporting in the food supply chain."
Towards sustainable software systems: A software sustainability analysis framework,"H. Noman, Naeem Mahoto, Sania Bhatti, Adel Rajab, A. Shaikh",10.1016/j.infsof.2024.107411,https://doi.org/10.1016/j.infsof.2024.107411,Information and Software Technology,3,2024,The paper proposes a framework to help software practitioners consider sustainability during software design and development.
Exploring the open-source impact on Bangladesh academic library service sustainability,"Nur Ahammad, Farrah Diana Saiful Bahri, Haslinda Husaini",10.1108/jices-06-2024-0080,https://doi.org/10.1108/jices-06-2024-0080,"Journal of Information, Communication and Ethics in Society",0,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on the impact of open-source software on the sustainability of academic library services in Bangladesh."
Probing Consumer Awareness & Barriers Towards Consumer Social Responsibility: A Novel Sustainable Development Approach,"Mamta Soni, Sunny Dawar, Amit Soni",10.18280/IJSDP.160109,https://doi.org/10.18280/IJSDP.160109,International Journal of Sustainable Development and Planning,2,2021,The paper examines barriers and drivers of consumer awareness towards social responsibility for sustainable development.
Evaluating Barriers to CSR in Indian Service Organizations: A Fuzzy Dematel Based Approach,"A. Ganguly, C. Kumar, Lincoln C. Wood",10.1177/23197145231162920,https://doi.org/10.1177/23197145231162920,FIIB Business Review,3,2023,The paper identifies and prioritizes barriers to implementing mandatory corporate social responsibility (CSR) in Indian service organizations.
How do ESG-centric social disclosures influence the financial performance of firms? An Indian perspective based on the system GMM approach,"Roopal Gupta, Rupamanjari Sinha Ray, Tanuja Sharma, Geetika Sharma",10.1080/00036846.2025.2449618,https://doi.org/10.1080/00036846.2025.2449618,Applied Economics,2,2025,"The paper examines the effects of ESG and social indicators on the financial performance of Indian firms, finding mixed results."
Global reporting initiatives and firm performance: a stakeholder’s perspective in Indian companies,"R. Agrawal, Sanjeev Arora, Gitika Arora",10.1007/s11356-023-28000-2,https://doi.org/10.1007/s11356-023-28000-2,Environmental science and pollution research international,0,2023,The study found no evidence of difference in financial performance between sustainability reporting and non-reporting companies from a stakeholder's perspective.
Challenges of Disclosing Environmental Accounting Performance and Its Impact on Quality Supply Chains to Promote Sustainable Development in Companies—Experiences of Some Companies in the GCC—2024,"Ayman Abdalla Mohammed Abubakr, Mastora Sahal Gomaa Sahal, Ali Alhag Ali Mohammed, Nuseiba Azzam Ibrahim Yousif, Fatihelelah Mohammed Ahmed Mohammed, Ziad Mohammad Roustom",10.3390/su162411243,https://doi.org/10.3390/su162411243,Sustainability,2,2024,Disclosure of environmental accounting performance positively impacts supply chain sustainability and sustainable development in companies.
Exploring the social reporting practices of public schools: survey and cluster analysis of the Italian educational system*,"Domenico Raucci, Stefano Agostinone, L. Tarquinio, A. Rapposelli",10.1080/01559982.2019.1600107,https://doi.org/10.1080/01559982.2019.1600107,Accounting forum,2,2019,"The paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on social reporting practices in Italian public schools."
The construction of the normative persuasion of social and environmental reporting regulation,"Mercedes Luque-Vílchez, Javier Husillos, Carlos Larrinaga",10.1108/sampj-11-2023-0816,https://doi.org/10.1108/sampj-11-2023-0816,"Sustainability Accounting, Management and Policy Journal",2,2024,"This paper examines the challenges in constructing the normative persuasion of social and environmental reporting regulation, which is relevant to understanding the drivers and challenges of social sustainability reporting readiness."
Assessment of Social Accountability through SDGs of Corporate Sector during COVID-19 in India,"Resham Goyal, R. Dangwal",10.1177/09721509221123126,https://doi.org/10.1177/09721509221123126,Global Business Review,3,2022,"The paper assesses the sustainability practices of Indian companies during the COVID-19 pandemic, finding significant room for improvement across various sustainability parameters."
Nexus between corporate sustainable practices and sustainable development goals: Indian evidence,"S. G. Maji, Archana Haloi",10.1108/ijlma-09-2024-0348,https://doi.org/10.1108/ijlma-09-2024-0348,International Journal of Law and Management,1,2024,The paper examines the association between sustainable business practices and disclosure of sustainable development goals by Indian firms.
"Evolution and Challenges of Environmental, Social, and Governance Practices: An Analysis of the Brazilian Stock Exchange’s Corporate Sustainability Index","Maria Aparecida Hess Loures Paranhos, I. A. Nääs, Pedro Luiz de Oliveira Costa Neto",10.3390/su16156531,https://doi.org/10.3390/su16156531,Sustainability,1,2024,"The paper examines the evolution and challenges of ESG practices among companies listed on the Brazilian Stock Exchange's Corporate Sustainability Index, highlighting the lack of homogeneity in ESG reporting."
Nidradaan (Gift of Sleep): A Corporate Social Innovation by Agarwal Packers and Movers for Truck Drivers in India,"Prageetha G Raju, R. M",10.1177/02560909231214923,https://doi.org/10.1177/02560909231214923,Vikalpa The Journal for Decision Makers,1,2023,"The paper describes a corporate social innovation by an Indian logistics company to provide truck drivers with the ""gift of sleep"" to address the issue of driver fatigue and road accidents."
Factors Influencing Computing Students’ Readiness to Online Learning for Understanding Software Engineering Foundations in Saudi Arabia,Abdulaziz Alhubaishy,10.14569/ijacsa.2020.0111286,https://doi.org/10.14569/ijacsa.2020.0111286,-,2,2020,This paper is not relevant to the query about social sustainability reporting readiness in software services. It discusses factors influencing computing students' readiness for online learning of software engineering foundations in Saudi Arabia.
Corporate Social Responsibility Reporting for Stakeholders’ Health and Wellbeing in the Food and Beverage Industry: A Case Study of a Multinational Company,"G. Macassa, M. Rashid, Brita Backlund Rambaree, E. Chowdhury",10.3390/su14094879,https://doi.org/10.3390/su14094879,Sustainability,2,2022,This paper is not relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
"Digital Drivers and Challenges in Sustainable Enterprise Strategies: An Analysis of Information Capabilities, Motivations, and Environmental Practices—Insights from France","Ernesto Quisbert-Trujillo, Helmi Ben Rejeb",10.3390/su17020761,https://doi.org/10.3390/su17020761,Sustainability,0,2025,Digitalization creates opportunities for sustainable practices but also introduces challenges like integration costs and technological readiness.
A Causal Linkage Between Corporate Sustainability Performance and Financial Performance of Select IT & ITeS Companies in India,"P. Santhi, P. Sasirekha, J. Anija",10.17010/ijf/2024/v18i2/173520,https://doi.org/10.17010/ijf/2024/v18i2/173520,Indian Journal of Finance,0,2024,The paper examines the bidirectional relationship between corporate sustainability performance and financial performance of IT & ITeS companies in India.
Strategic sustainability in Indian banking industry: a performance analysis,"P. K. Rao, Akanksha Shukla",10.1108/ijppm-04-2023-0199,https://doi.org/10.1108/ijppm-04-2023-0199,International Journal of Productivity and Performance Management,1,2023,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on strategic sustainability in the Indian banking industry."
Sustainability Reporting of Indian Companies and the Adherence to GRI Disclosure Framework,"Rakhesh Shetty, K. Ashalatha",10.17010/ijf/2022/v16i9/172160,https://doi.org/10.17010/ijf/2022/v16i9/172160,Indian Journal of Finance,0,2022,"The paper examines the extent to which Indian listed companies adhere to the GRI sustainability reporting framework, finding that only a small percentage comply."
Driving SDGs contribution: governance impact in state-owned vs. private companies’ CSR reporting,"Lorenzo Ligorio, A. Venturelli, F. Caputo",10.1108/srj-11-2023-0652,https://doi.org/10.1108/srj-11-2023-0652,Social Responsibility Journal,1,2024,Corporate governance characteristics influence state-owned enterprises' contribution to sustainable development goals through sustainability reporting.
ARE WE READY YET? SOCIAL WORKERS’ PREPAREDNESS TO RENDER SOCIAL SUPPORT TO PERSONS WITH SUBSTANCE ABUSE CHALLENGES,-,10.15270/58-4-1075,https://doi.org/10.15270/58-4-1075,Social Work/Maatskaplike Werk,0,2022,"This paper is not relevant to the query about social sustainability reporting readiness in software services, as it focuses on social workers' preparedness to provide support for substance abuse."
Evaluation of the Effectiveness of and the Extent to Which Large and Medium Logistics Organisations Report on Social Sustainability—The Case of South Africa,"Tumo Kele, Mokheseng Makhetha",10.3390/su142214917,https://doi.org/10.3390/su142214917,Sustainability,0,2022,Social sustainability reporting by South African logistics companies is very low in extent and effectiveness.
Implications of Corporate Sustainability Reporting Directive (CSRD) to Company Network Collaboration,"Leena Jokinen, Noora Harju, Kalle Kinnunen, Saara Hänninen",10.20900/jsr20250018,https://doi.org/10.20900/jsr20250018,Journal of Sustainability Research,1,2025,"The paper examines the challenges faced by a European cruise shipbuilding company network in complying with the Corporate Sustainability Reporting Directive, particularly regarding Scope 3 emissions reporting and network collaboration."
Digital Financial Services and Strategic Financial Management: Financial Services Firms and Microenterprises in African Markets,"Esi A. Elliot, Carmina Cavazos, Benjamin K. Ngugi",10.3390/su142416994,https://doi.org/10.3390/su142416994,Sustainability,2,2022,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
"Corporate social responsibility, new challenges with new development, and new structural work of management framework business development cycles","Anish Devale, Dr. Shabnam S. Mahat",10.52783/tjjpt.v44.i4.2592,https://doi.org/10.52783/tjjpt.v44.i4.2592,Tuijin Jishu/Journal of Propulsion Technology,0,2023,The paper discusses the challenges and drivers of integrating corporate social responsibility into core business strategy for sustainable enterprise development.
Social Capital and Supplier Adaptation of Social and Environmentally Sustainable Practices,"L. Wamalwa, Patricia Meyer Nang'ole, Fanny Saruchera",10.1002/bse.4167,https://doi.org/10.1002/bse.4167,Business Strategy and the Environment,0,2025,Buyer-supplier social capital enhances adoption of social and environmentally sustainable practices by suppliers in developing economies.
Social drivers affecting job design in apparel supply chains: Inferences from a discrete choice experiment,"Madushan Madhava Jayalath, H. N. Perera, S. Seuring, Amila Thibbotuwawa",10.1002/csr.2757,https://doi.org/10.1002/csr.2757,Corporate Social Responsibility and Environmental Management,2,2024,The paper examines social drivers and employee preferences for implementing social sustainability practices in the apparel supply chain.
Issue Information,-,10.1002/ev.20356,https://doi.org/10.1002/ev.20356,New directions for evaluation,0,2020,"The abstract provided is incomplete, so I cannot provide a relevant one-line summary for the given search query."
Issue Information,-,10.1002/ev.20357,https://doi.org/10.1002/ev.20357,New directions for evaluation,0,2020,"The abstract provided is incomplete, so I cannot provide a relevant one-line summary for the given search query."
Issue Information,-,10.1002/ev.20358,https://doi.org/10.1002/ev.20358,New directions for evaluation,0,2020,"The abstract provided is incomplete, so I cannot provide a relevant one-line summary for the given search query."
Impact of Human and Social Board Capital on the Level of Sustainability Reporting: Evidence from Saudi Arabia,A. Alsheikh,10.3390/su16010015,https://doi.org/10.3390/su16010015,Sustainability,0,2023,Board of directors' multiple directorships and financial expertise positively impact the level of sustainability reporting in Saudi Arabian non-financial companies.
Drivers of firms’ sociability on social media: Evidence from an emerging country,Hela Borgi,10.5267/j.ijdns.2022.11.002,https://doi.org/10.5267/j.ijdns.2022.11.002,International Journal of Data and Network Science,1,2023,"Firm size, leverage, and CEO sociability on social media are key drivers of firms' sociability on social media in an emerging country."
Corporate social responsibility: a cluster analysis of manufacturing firms in India,"Gaurav Dawar, M. Polonsky, Shivangi Bhatia",10.1108/srj-09-2022-0370,https://doi.org/10.1108/srj-09-2022-0370,Social Responsibility Journal,1,2023,The paper identifies corporate social responsibility patterns of Indian manufacturing firms using a CSR index based on ISO26000 and India's National Voluntary CSR Guidelines.
The interplay of cash flow uncertainty and firm life cycle on sustainability disclosure,"K. Shiljas, Dilip Kumar",10.1002/bse.3908,https://doi.org/10.1002/bse.3908,Business Strategy and the Environment,1,2024,Cash flow uncertainty and firm life cycle negatively impact a firm's commitment to disclose sustainability information.
Exploring the drivers and barriers to the non-formal education in Anganwadi centers for sustainable development education: a multiple stakeholder study,"R. Garg, Ritu Chhikara, Aakansha Kataria, G. Agrawal",10.1080/13603116.2024.2368043,https://doi.org/10.1080/13603116.2024.2368043,International Journal of Inclusive Education,1,2024,This paper is not relevant to the query about social sustainability reporting readiness in software services.
Influence of open-source software on Bangladesh academic library service sustainability: a conceptual framework,"Nur Ahammad, F. D. S. Bahry, Haslinda Hussaini",10.1108/jices-11-2023-0140,https://doi.org/10.1108/jices-11-2023-0140,"Journal of Information, Communication and Ethics in Society",0,2024,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on the influence of open-source software on the sustainability of academic library services in Bangladesh."
Multi-criteria decision-making (MCDM) techniques for ranking the drivers and executive solutions of social and environmental accounting,"Mahdi Askari Shahamabad, Kazem Shamsadini, Hassan Yazdifar, Fateme Askari Shahamabad",10.1108/imefm-09-2023-0318,https://doi.org/10.1108/imefm-09-2023-0318,International Journal of Islamic and Middle Eastern Finance and Management,0,2025,The paper identifies the key drivers and executive solutions for social and environmental accounting in organizations.
Sustainability accounting reporting: issues for the automobile industry,"Juan Carlos García-Piña Rosete, Rafael Hernandez Barros",10.1108/medar-07-2021-1386,https://doi.org/10.1108/medar-07-2021-1386,Meditari Accountancy Research,0,2024,This paper highlights the need for internationally accepted standards for sustainability accounting reporting across industries.
Exploring Community Readiness to Adopt Mobility as a Service (MaaS) Scheme in the City of Thessaloniki,"Panagiota Mavrogenidou, Apostolos Papagiannakis",10.3390/urbansci8020069,https://doi.org/10.3390/urbansci8020069,Urban Science,1,2024,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it explores community readiness to adopt Mobility as a Service (MaaS) in the city of Thessaloniki."
Exploring the psychological antecedents of suppliers' sustainability practices: A qualitative investigation in the Indian textile industry,"Rahul Sahu, T. Niranjan",10.1002/csr.2971,https://doi.org/10.1002/csr.2971,Corporate Social Responsibility and Environmental Management,1,2024,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It explores how suppliers in the Indian textile industry process uncertainties while adopting sustainability practices.
The Value Relevance of Sustainability Reporting Practices: A Bibliometric and Qualitative Synthesis of Scientific Literature in the Post‐GFC Era,"T. G. Saji, T. A. Akshaykumar",10.1002/csr.3221,https://doi.org/10.1002/csr.3221,Corporate Social Responsibility and Environmental Management,0,2025,This paper provides a bibliometric review of the literature on the value relevance of sustainability reporting practices in the post-GFC era.
Base of the Chain (BoC) Sourcing Challenges: The Role of Institutional Voids and Social Agency Problems,"M. Zomorrodi, S. Fayezi, Lydia Bals",10.1016/j.pursup.2024.100953,https://doi.org/10.1016/j.pursup.2024.100953,Journal of Purchasing and Supply Management,1,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on challenges in Base of the Chain (BoC) sourcing in the agribusiness sector."
"Beat around the bush: earnings management, CSR spending and CSR report readability","Arun G. Dsouza, Shridev Devji, Krishna Prasad",10.1108/sbr-05-2024-0159,https://doi.org/10.1108/sbr-05-2024-0159,Society and Business Review,0,2024,"Earnings management is negatively associated with the readability of CSR reports, but higher CSR spending is positively associated with CSR report readability."
Explaining social sustainability practices of hotels using a multi-theoretical approach: A narrative inquiry,"George Changha, S. O. Otengei, Joseph M. Ntayi, Muhammed Ngoma, Vincent Bagire, Samuel Dawa",10.1177/14673584241306361,https://doi.org/10.1177/14673584241306361,Tourism and Hospitality Research,1,2025,This paper is not directly relevant to the query about social sustainability reporting readiness in software services. It provides a theoretical explanation of social sustainability practices in the hotel industry.
Examining Qatar’s private and public-school teachers’ readiness for teaching about sustainability,"Jennifer Bruder, Noor Hamwy, Abdellatif Sellami, M. Romanowski",10.1080/14767724.2023.2262404,https://doi.org/10.1080/14767724.2023.2262404,"Globalisation, Societies and Education",1,2023,The paper examines teachers' readiness to teach Education for Sustainable Development and Global Citizenship Education in Qatar's public and private schools.
Conceptualizing the corporate-social accountability and sustainability assessment of weather-risk management policy towards stakeholders using qualitative insights: a case of weather index insurance,"Pankaj Singh, Ruchi Kushwaha",10.1108/qrfm-05-2024-0113,https://doi.org/10.1108/qrfm-05-2024-0113,Qualitative Research in Financial Markets,0,2025,"This paper develops a theoretical framework for sustainability reporting of weather index insurance based on environmental, social and governance (ESG) and corporate social responsibility (CSR) constructs."
Sustainability reporting assurance practice in Indonesia: assuror and academician perspective,"Putu Sukma Kurniawan, Basuki Basuki",10.1108/arj-05-2023-0132,https://doi.org/10.1108/arj-05-2023-0132,Accounting Research Journal,0,2024,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on sustainability reporting assurance practice in Indonesia from the perspectives of assurers and academics."
Divergence in disability reporting: assessing SDG alignment in corporate sustainability disclosures,"Lorenzo Ligorio, Giampiero Palazzo, Simona Marchetti",10.1108/mbe-07-2024-0109,https://doi.org/10.1108/mbe-07-2024-0109,Measuring Business Excellence,0,2024,Companies struggle to effectively disclose and engage with disability-related topics despite appearing compliant with reporting guidelines.
Stakeholder perceptions of public sector sustainability reporting – views from IPSASB consultations,"Leanne J. Morrison, Alia Alshamari, Mitali Panchal Arora",10.1108/sampj-02-2024-0121,https://doi.org/10.1108/sampj-02-2024-0121,"Sustainability Accounting, Management and Policy Journal",0,2025,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on stakeholder perceptions of public sector sustainability reporting standards."
Beyond Earnings: The Synergistic Effects of Financial Quality and Sustainability Disclosures on Market Valuation of Manufacturing Firms,"T. G. Saji, A. D. Rajeev Kumar",10.1002/csr.3222,https://doi.org/10.1002/csr.3222,Corporate Social Responsibility and Environmental Management,0,2025,"The paper is not directly relevant to the query, which is about social sustainability reporting readiness in software services. This paper examines the impact of financial reporting quality and sustainability disclosures on market valuation of manufacturing firms."
Corporate social responsibility sophistication: Company‐specific drivers among early and late adopters,"Kyra Kunkel, Katharina Wigge, Rainer Lueg",10.1002/csr.2998,https://doi.org/10.1002/csr.2998,Corporate Social Responsibility and Environmental Management,0,2024,This paper is not directly relevant to the query about social sustainability reporting readiness in software services and its challenges and drivers.
The social report as a multilevel tool in addressing institutional pressures: management and policy implications for nonprofit organizations,"Nora Annesi, Massimo Battaglia, Marco Frey, Alberto Pastore",10.1108/srj-10-2024-0692,https://doi.org/10.1108/srj-10-2024-0692,Social Responsibility Journal,0,2025,The paper discusses using social reporting as a tool for nonprofit organizations to assess and reveal their impact on the Sustainable Development Goals.
Factors affecting social media adoption in non-governmental organisations in disaster preparedness phase: insights from the technology-organization-environment framework,"Gaurav Kabra, Mayank Dhaundiyal",10.1108/gkmc-11-2023-0436,https://doi.org/10.1108/gkmc-11-2023-0436,Global Knowledge Memory and Communication,0,2024,"This paper is not relevant to the query ""Social sustainability reporting readiness in software services : challenges in drivers"", as it focuses on factors affecting social media adoption in non-governmental organizations during disaster preparedness."
"A novel framework for environmental, social and governance (ESG) investing: the case of large retail investors in an emerging market","Arit Chaudhury, Varun Dawar",10.1108/qrfm-09-2023-0211,https://doi.org/10.1108/qrfm-09-2023-0211,Qualitative Research in Financial Markets,0,2025,"This paper is not directly relevant to the query about social sustainability reporting readiness in software services, as it focuses on ESG investing by large retail investors in an emerging market."
