Title,Authors,DOI,DOI link,Venue,Citation count,Year,Abstract summary
Communication Professionals’ Sensemaking of CSR: A Case Study of a Financial Services Firm,"K. Miller, Jeremy Fyke",10.1177/2329490620903737,https://doi.org/10.1177/2329490620903737,-,4,2020,"Communication professionals perceive CSR reporting as obligatory, rarely questioned, and mainly for good press."
Corporate social responsibility in postcolonial contexts: a critical analysis of the representational features of South African corporate social responsibility reports,Taryn Bernard,10.1080/17405904.2020.1798797,https://doi.org/10.1080/17405904.2020.1798797,Critical Discourse Studies,9,2020,"CSR reporting is dominated by frameworks developed in the Global North, with limited insight into how companies in postcolonial contexts represent themselves."
Towards a generally accepted CSR accounting framework: a literature mapping,"I. Nikolaou, K. Evangelinos",10.1504/WREMSD.2009.021699,https://doi.org/10.1504/WREMSD.2009.021699,-,12,2009,The paper examines the variety of CSR measurement frameworks and the need for a generally accepted CSR accounting methodology.
Measuring CSR Disclosure when Assessing Stock Market Effects,"Annika Beelitz, Charles H. Cho, Giovanna Michelon, Dennis M. Patten",10.2308/API-2020-017,https://doi.org/10.2308/API-2020-017,-,10,2021,"The mere presence of a CSR report does not mitigate negative market reactions, but the extent of environmental disclosures does."
The contest for materiality. What counts as CSR?,Dirk Raith,10.1108/jaar-04-2022-0093,https://doi.org/10.1108/jaar-04-2022-0093,Journal of Applied Accounting Research,16,2022,The paper examines the contested concept of materiality in the EU's non-financial reporting directive and how it reflects different perspectives on the meaning of corporate social responsibility.
Corporate Social Responsibility and Goodwill Impairment,"J. Golden, Li Sun, Joseph H. Zhang",10.2308/APIN-51971,https://doi.org/10.2308/APIN-51971,-,7,2018,The paper examines the relationship between corporate social responsibility (CSR) and goodwill impairment.
The Directive 2014/95/EU – Is there a “New” Beginning for CSR in Romania?,Claudia Ogrean,10.1515/SBE-2017-0011,https://doi.org/10.1515/SBE-2017-0011,-,16,2017,"The EU Directive 2014/95/EU requires certain large companies to report on their sustainability-related actions and results, which could represent an opportunity for increased CSR reporting in Romania."
"Commentary: Corporate Social Responsibility: Deep Roots, Flourishing Growth, Promising Future",W. Frederick,10.3389/fpsyg.2016.00129,https://doi.org/10.3389/fpsyg.2016.00129,Frontiers in Psychology,68,2016,CSR reporting has evolved from voluntary corporate philanthropy to a holistic approach integrating macro-level policies and micro-level impacts on people and the environment.
"Climate Change Exposure, Risk Management and Corporate Social Responsibility: Cross Country Evidence","William Mbanyele, Linda T. Muchenje",10.1016/j.mulfin.2022.100771,https://doi.org/10.1016/j.mulfin.2022.100771,Journal of Multinational Financial Management,38,2022,Firms increase their corporate social responsibility (CSR) activities in response to climate change risk.
"Corporate Social Responsibility, Audit Committee Expertise, and Financial Reporting: Empirical Evidence from Korea","Haeyoung Ryu, Soo-Joon Chae, Bomi Song",10.3390/su131910517,https://doi.org/10.3390/su131910517,Sustainability,11,2021,"Audit committee expertise, especially accounting expertise, improves the financial reporting quality of firms with high levels of corporate social responsibility."
Media coverage and impression management in corporate social responsibility reports,"Zhengyong Zhang, Hong Chen",10.1108/sampj-10-2018-0293,https://doi.org/10.1108/sampj-10-2018-0293,"Sustainability Accounting, Management and Policy Journal",23,2019,"Higher media coverage leads to more impression management in corporate social responsibility (CSR) reports, but voluntary disclosure and third-party assurance can improve CSR report quality."
Corporate social responsibility and earnings management: The moderating effect of corporate governance mechanisms,"Samuel Buertey, Eun-Jung Sun, Jang-Soon Lee, Juhee Hwang",10.1002/CSR.1803,https://doi.org/10.1002/CSR.1803,Corporate Social Responsibility and Environmental Management,120,2019,"Corporate social responsibility is positively related to earnings management, but corporate governance mechanisms can moderate this relationship."
Social responsibility or smoke screening: evidence from India,"Nemiraja Jadiyappa, Bhavik Parikh, Namrata Saikia, Adam Usman",10.1108/SAMPJ-03-2019-0086,https://doi.org/10.1108/SAMPJ-03-2019-0086,"Sustainability Accounting, Management and Policy Journal",9,2021,CSR reporting in India may be used as a smoke screen by firms to build a positive public image rather than reflect actual social responsibility.
Stage of development of a country and CSR disclosure – the latent driving forces,"A. Bhatia, Binny Makkar",10.1108/ijlma-03-2020-0068,https://doi.org/10.1108/ijlma-03-2020-0068,-,21,2020,"The paper examines the factors at country, industry, firm, and corporate governance levels that influence the extent of CSR disclosure in developing and developed countries."
Corporate social responsibility: what are the top three Orlando theme parks reporting?,"Judy L. Holcomb, F. Okumus, Anil Bilgihan",10.1108/17554211011052230,https://doi.org/10.1108/17554211011052230,-,42,2010,"The top three Orlando theme parks report on their CSR activities related to environment, community, customers, diversity, and employee welfare."
Disclosure of corporate social responsibility: a comparison between traditional and digital reporting. An empirical analysis on Italian listed companies,"D. Coluccia, Stefano Fontana, Silvia Solimene",10.1504/IJMFA.2016.10001410,https://doi.org/10.1504/IJMFA.2016.10001410,-,19,2016,CSR reporting by Italian listed companies through traditional and digital channels is still shallow and unsystematic.
The Role of CEO Power on CSR Reporting: The Moderating Effect of Linking CEO Compensation to Shareholder Return,"M. Pucheta‐Martínez, Isabel Gallego‐Álvarez",10.3390/SU13063197,https://doi.org/10.3390/SU13063197,Sustainability,27,2021,"CEO power is positively associated with CSR reporting, and CEO compensation linked to shareholder return further strengthens this relationship."
The Signalling Effect of Corporate Social Responsibility Reporting: Evidence From Short Selling,"Xiao Liang, Xiaomeng Charlene Chen, Nurul Alam",10.1111/abac.12349,https://doi.org/10.1111/abac.12349,Abacus. A Journal of Accounting and Business Studies,1,2024,Firms use CSR reporting as a signal to safeguard corporate reputation and gain stakeholder support when facing short-selling pressure.
Business ethics and corporate social responsibility,Constantine Manasakis,10.1002/MDE.2921,https://doi.org/10.1002/MDE.2921,-,8,2018,CSR has become a mainstream business practice that accounts for the social and environmental footprints of corporate activities.
Value-Relevance of Corporate Social Responsibility: Evidence from Short Selling,"Archana Jain, P. Jain, Z. Rezaee",10.2308/JMAR-51439,https://doi.org/10.2308/JMAR-51439,-,110,2016,Short sellers consider corporate social responsibility performance and disclosure when making investment decisions.
Investor response to corporate social responsibility performance: The role of corporate social responsibility reports readability,"Zhaoxuan Sun, Shu‐Ning Wang, Dongdong Li",10.1002/mde.4076,https://doi.org/10.1002/mde.4076,Managerial and Decision Economics,0,2023,CSR reporting with high readability amplifies the positive investor response to a company's CSR performance.
Isolating the Effect of Social Risk on MNEs’ CSR Reporting: A New Approach Based on China's Belt & Road Initiative,"Jing Zhao, Limin Zhu, Wenlong He, Tony W. Tong",10.1017/mor.2024.5,https://doi.org/10.1017/mor.2024.5,Management and Organization Review,0,2024,Chinese MNEs increase CSR reporting to address social risk in host countries under the Belt & Road Initiative.
The Level of Corporate Social Responsibility Disclosure in Jordan,"F. Alshannag, Mohamad Yazis Ali Basah",10.12816/0033283,https://doi.org/10.12816/0033283,-,13,2016,The paper examines the level of corporate social responsibility disclosure (CSRD) in the annual reports of Jordanian listed companies.
Working for the local community: Substantively broader/geographically narrower CSR accounting,Alan Sitkin,10.1016/j.accfor.2013.05.002,https://doi.org/10.1016/j.accfor.2013.05.002,-,11,2013,"CSR reporting should focus on the macro-economic effects of CSR on specific local populations, not just social, environmental or corporate governance aspects."
Corporate social responsibility: A promising social innovation or a neoliberal strategy in disguise?,Maja Savevska,-,-,-,6,2014,The paper questions whether corporate social responsibility (CSR) is a genuine social innovation or a neoliberal strategy in disguise.
Rethinking CSR in Australia: time for binding regulation?,Kunnawee Thirarungrueang,10.1108/17542431311327628,https://doi.org/10.1108/17542431311327628,-,23,2013,The paper discusses the debate over voluntary vs. mandatory corporate social responsibility (CSR) reporting in Australia.
CSR Reporting of Stakeholders’ Health: Proposal for a New Perspective,"E. Chowdhury, Brita Backlund Rambaree, G. Macassa",10.3390/SU13031133,https://doi.org/10.3390/SU13031133,Sustainability,7,2021,The paper proposes a systematic way to classify GRI disclosures that influence stakeholder health for CSR reporting.
Board independence and CSR reporting: pre and post analysis of JCGC 2009,"Amer Al Fadli, John Sands, Greg Jones, C. Beattie, Domenico Pensiero",10.1108/ijlma-11-2018-0259,https://doi.org/10.1108/ijlma-11-2018-0259,-,24,2020,"Board independence positively influences the level of corporate social responsibility (CSR) reporting, and this influence became stronger after the issuance of the Jordanian corporate governance code."
Content in the context of welfare configurations: a comparative institutional analysis of self-reporting on corporate social responsibility,Brita Backlund Rambaree,10.1108/SRJ-07-2017-0121,https://doi.org/10.1108/SRJ-07-2017-0121,Social Responsibility Journal,5,2019,The content of corporate social responsibility (CSR) reporting differs across countries and is shaped by national welfare arrangements.
Redefining Corporate Social Responsibility: The Role of Strategic Communication Practices,"Umaru Kargbo, Biju Terrence, Timothy B. Palmer",10.3390/su17094226,https://doi.org/10.3390/su17094226,Sustainability,0,2025,"CSR reporting has evolved from symbolic to strategic and stakeholder-focused communication, integrating ESG frameworks and digital practices."
Ownership influence and CSR disclosure in China,"Yuanyuan Hu, Yanhui Zhu, J. Tucker, Yuxiao. Hu",10.1108/ARJ-01-2017-0011,https://doi.org/10.1108/ARJ-01-2017-0011,-,84,2018,Different types of ownership influence the likelihood of a firm publishing a CSR report in China.
10-K Disclosure of Corporate Social Responsibility and Firms’ Competitive Advantages,"James N. Cannon, Zhejia Ling, Qian Wang, Olena V. Watanabe",10.1080/09638180.2019.1670223,https://doi.org/10.1080/09638180.2019.1670223,The European Accounting Review,54,2019,CSR disclosure in 10-K filings provides information about firms' competitive advantages.
The merits of ISO 26000 for CSR development in the mining industry: a case study in the Zambian Copperbelt,"Helena Ranängen, T. Zobel, A. Bergström",10.1108/SRJ-05-2012-0110,https://doi.org/10.1108/SRJ-05-2012-0110,-,23,2014,This paper explores how a mining company in Zambia practices corporate social responsibility.
The Political Ontology of Corporate Social Responsibility: Obscuring the Pluriverse in Place,"Maria Ehrnström-Fuentes, S. Böhm",10.1007/s10551-022-05175-1,https://doi.org/10.1007/s10551-022-05175-1,Journal of Business Ethics,30,2022,"CSR reporting enables corporations to singularize and represent their place-making practices, obscuring alternative world-making practices."
Corporate Social Responsibility and Corporate Governance: Comparative Perspectives,"T. Devinney, J. Schwalbach, Cynthia A. Williams",10.1111/CORG.12041,https://doi.org/10.1111/CORG.12041,-,75,2013,This paper provides a comparative perspective on corporate social responsibility and corporate governance.
Corporate governance and corporate social responsibility disclosures: The case of GCC countries,"Samy Garas, Suzanna Elmassah",10.1108/CPOIB-10-2016-0042,https://doi.org/10.1108/CPOIB-10-2016-0042,-,34,2018,"Corporate governance characteristics, such as management ownership and board independence, positively impact corporate social responsibility disclosures in Gulf Cooperation Council countries."
Analysis of Social Responsibility and Reporting Methods of Romanian Companies in the Countries of the European Union,"M. Socoliuc, V. Grosu, Elena Hlaciuc, Silvius Stanciu",10.3390/SU10124662,https://doi.org/10.3390/SU10124662,Sustainability,27,2018,The paper examines the level of CSR reporting by Romanian companies within the EU and the factors influencing their adoption of voluntary CSR reporting.
Measuring corporate social responsibility in Islamic banking: what matters?,"M. B. Zafar, A. A. Sulaiman",10.1108/imefm-05-2019-0227,https://doi.org/10.1108/imefm-05-2019-0227,International Journal of Islamic and Middle Eastern Finance and Management,39,2020,"This paper develops a corporate social responsibility (CSR) disclosure index for Islamic banking, identifying key dimensions and priorities."
Corporate Social Reporting in Malaysia: an institutional perspective,"A. Amran, S. Devi",10.1504/WREMSD.2007.012128,https://doi.org/10.1504/WREMSD.2007.012128,-,76,2007,Institutional theory provides a feasible explanation for the motivations behind corporate social responsibility (CSR) reporting in Malaysia.
A Study On The Corporate Social ResponsibilityReports Of Greek Companies And The Use OfAlternative Evaluation Methodologies,"Konstantinos Aravossis, N. Panayiotou",10.2495/EEIA080251,https://doi.org/10.2495/EEIA080251,-,6,2008,CSR reports are used by companies to demonstrate their responsible business practices and social/environmental impact.
CSR for Clients’ Social/Environmental Impacts?,G. Thien,10.1002/CSR.1328,https://doi.org/10.1002/CSR.1328,-,16,2015,"Financial services institutions do not prioritize reporting on their indirect impacts on clients' social and environmental impacts, despite their potential influence."
The Impact of Mandatory CSR Disclosure on the Cost of Debt Financing: Evidence from China,"Huifeng Xu, Xiaodong Xu, Junli Yu",10.1080/1540496X.2019.1657401,https://doi.org/10.1080/1540496X.2019.1657401,Emerging markets finance & trade,62,2019,"Mandatory CSR reporting in China leads to cheaper debt financing, especially for politically connected firms."
Determinants of global reporting initiative report: A comparative study between USA and European companies,"Grigoris Giannarakis, A. Andronikidis, C. Zopounidis, N. Sariannidis, K. Tsagarakis",10.1016/j.spc.2022.11.014,https://doi.org/10.1016/j.spc.2022.11.014,Sustainable Production and Consumption,10,2022,The paper examines the determinants that influence companies' decisions to publish CSR reports according to the Global Reporting Initiative (GRI) guidelines.
"Board Structure, Ownership Structure, and Performance of Thai Listed Companies","Surachai Chancharat, Nongnit Chancharat",10.14453/aabfj.v13i3.4,https://doi.org/10.14453/aabfj.v13i3.4,"Australasian Accounting, Business and Finance Journal",40,2019,"This paper is not relevant to the query ""what is CSR reporting"", as it examines the effects of board and ownership structures on the performance of Thai listed companies, and does not discuss corporate social responsibility (CSR) reporting."
Corporate Social Responsibility: Communication through Sustainability Reports by Indian and Multinational Companies,"Ruchi Tewari, Darshana R. Dave",10.1177/097215091201300303,https://doi.org/10.1177/097215091201300303,-,51,2012,"Indian companies in the IT sector publish sustainability reports that meet global standards for CSR disclosure, compared to MNCs operating in India."
Environmental Policy and CSR in Petroleum Refining Companies in Greece: Content and Global Reporting Initiative (GRI) Analysis,"Theodore Metaxas, M. Tsavdaridou",10.1142/S1464333217500120,https://doi.org/10.1142/S1464333217500120,-,2,2016,The paper examines how Greek petroleum refining companies report on their environmental policies and climate change initiatives as part of their CSR reporting.
Corporate social responsibility: a case study of the top ten global retailers,"P. Jones, D. Comfort, D. Hillier",10.1108/14502190710749938,https://doi.org/10.1108/14502190710749938,-,27,2007,The paper examines the corporate social responsibility issues being addressed and reported by the top ten global retailers.
Corporate Reputation in The Spanish Context: An Interaction Between Reporting to Stakeholders and Industry,"Andrea Pérez, Maria del Mar García de los Salmones, C. López",10.1007/s10551-014-2199-3,https://doi.org/10.1007/s10551-014-2199-3,Journal of Business Ethics,0,2014,"CSR reporting is especially relevant and useful in the finance industry in Spain, where it is more closely linked to corporate reputation."
Corporate Tax Avoidance and Corporate Social Responsibility Disclosure Readability: Evidence from China,"Shuo Xu, Fangjun Wang, C. Cullinan, N. Dong",10.1111/auar.12372,https://doi.org/10.1111/auar.12372,Australian Accounting Review,46,2022,Tax-avoiding companies use more readable CSR reporting to restore legitimacy.
"Disclosure for whom? Government involvement, CSR disclosure and firm value","Shen Xu, Xia Chen, Antai Li, Xinping Xia",10.1016/j.ememar.2020.100717,https://doi.org/10.1016/j.ememar.2020.100717,-,56,2020,"CSR disclosure adds value to firms, especially private-owned enterprises, and provides an insurance effect for state-owned enterprises against negative news."
The impact of existence of royal family directors on corporate social responsibility reporting: a servant leadership perspective,"Abdulsamad Alazzani, Yaseen Al-Janadi, Obeid S. Shreim",10.1108/SRJ-07-2017-0138,https://doi.org/10.1108/SRJ-07-2017-0138,Social Responsibility Journal,21,2019,The presence of royal family directors on boards positively impacts corporate social responsibility (CSR) reporting.
Are Australian Universities Making Good Use of ICT for CSR Reporting,"R. Sánchez, M. Bolívar, Antonio M. López Hernández",10.3390/SU71114895,https://doi.org/10.3390/SU71114895,-,12,2015,Australian universities are not making good use of ICT to facilitate interaction with stakeholders and improve accountability regarding CSR concerns.
Doing Safe by Doing Good: Non-Financial Reporting and the Risk Effects of Corporate Social Responsibility,"C. Bannier, Yannik Bofinger, Björn Rock",10.1080/09638180.2022.2042349,https://doi.org/10.1080/09638180.2022.2042349,Social Science Research Network,9,2021,CSR reporting has different effects on firm risk in the risk-based U.S. system versus the content-based EU system.
Four Case Studies on Corporate Social Responsibility: Do Conflicts Affect a Company's Corporate Social Responsibility Policy?,"Cristina A. Cedillo Torres, Mercedes Garcia-French, R. Hordijk, K. Nguyen, Lana Olup",10.18352/ULR.205,https://doi.org/10.18352/ULR.205,-,50,2012,The paper examines how conflicts affect the CSR reporting and policies of four multinational companies.
The evolution of corporate social responsibility in China: Do political connection and ownership matter?,"Kienpin Tee, Xihui Haviour Chen, C. Hooy",10.1016/j.gfj.2024.100941,https://doi.org/10.1016/j.gfj.2024.100941,Global Finance Journal,6,2024,"Politically connected and foreign-owned firms in China have lower levels of CSR reporting, but this has improved under the Xi Jinping regime."
Environmental CSR From the Standpoint of Stakeholder Theory: Rethinking in the Era of Artificial Intelligence,"V. Yankovskaya, E. Gerasimova, V. Osipov, S. Lobova",10.3389/fenvs.2022.953996,https://doi.org/10.3389/fenvs.2022.953996,Frontiers in Environmental Science,18,2022,"Environmental CSR is a voluntary practice by businesses to protect the environment, but its development is constrained by conflicting interests between businesses and society."
CSR Restatements: Mischief or Mistake?,"Rebecca L. Bachmann, Helen Spiropoulos",10.2308/jmar-2022-028,https://doi.org/10.2308/jmar-2022-028,Journal of Management Accounting Research,4,2023,Contracting on CSR metrics increases the likelihood of biased CSR restatements that improve reported performance.
The Effects of Corporate Social Responsibility and Wrongdoer Rank on Whistleblowing,"Alisa G. Brink, C. Eller, Karen Y. Green",10.2308/APIN-52240,https://doi.org/10.2308/APIN-52240,Accounting and the Public Interest,7,2018,This paper examines how corporate social responsibility and wrongdoer rank affect the likelihood of internal versus external whistleblowing.
Discourse and power in the institutionalisation of corporate social responsibility (CSR): A comparative perspective,Brita Backlund Rambaree,10.1080/23311886.2020.1852673,https://doi.org/10.1080/23311886.2020.1852673,Cogent Social Sciences,2,2020,Companies use discourse in CSR self-reporting to construct their engagement in social issues and exercise power.
The Reputation of the Corporate Social Responsibility Industry in Australia,"Rachael A. Truscott, J. Bartlett, S. Tywoniak",10.1016/j.ausmj.2009.05.001,https://doi.org/10.1016/j.ausmj.2009.05.001,-,77,2009,CSR is an emerging industry in Australia that is developing its own reputation as a set of business practices.
Convergence or Disparity? A Cross-Country Analysis of Corporate Social Responsibility Reporting for Banking Industry in Nordic Countries and China,"Minghui Yang, P. Marešová, A. Akbar, Paulo Bento, Weixi Liu",10.1177/21582440211029933,https://doi.org/10.1177/21582440211029933,SAGE Open,13,2021,The paper compares corporate social responsibility (CSR) reporting practices in the banking industry between Nordic countries and China.
Does Corporate Social Responsibility Hit the Mark? A Stakeholder Oriented Methodology for CSR Assessment,"A. Calabrese, R. Costa, T. Menichini, Francesco Rosati",10.1002/KPM.1406,https://doi.org/10.1002/KPM.1406,-,46,2013,The paper proposes a method to evaluate the effectiveness of a company's CSR policies by comparing its CSR commitment disclosed in sustainability reports to stakeholder perceptions and expectations.
Changing trends of corporate social responsibility reporting in the world-leading airlines,"Lu Yang, C. Ngai, Wenze Lu",10.1371/journal.pone.0234258,https://doi.org/10.1371/journal.pone.0234258,PLoS ONE,22,2020,"This paper examines trends in corporate social responsibility (CSR) reporting by major global airlines, focusing on economic, environmental and social dimensions."
Mandatory CSR expenditure and stock return,"A. Bhattacharyya, Lutfur Rahman",10.1108/medar-10-2019-0591,https://doi.org/10.1108/medar-10-2019-0591,Meditari Accountancy Research,42,2020,"Mandatory CSR expenditure has a negative impact on firms' stock returns, but this effect depends on whether firms simply comply or voluntarily spend more."
Corporate nonfinancial disclosures: An illuminating look at the corporate social responsibility and sustainability reporting practices of hospitality and tourism firms,"Laura Medrado, L. Jackson",10.1177/1467358415600210,https://doi.org/10.1177/1467358415600210,-,43,2016,"CSR reporting practices in the hospitality and tourism industry are examined, finding differences across sectors and a focus on environmental and community dimensions."
The Relationship between Social Visibility and CSR Disclosure,"Waris Ali, M. Alsayegh, Z. Ahmad, Zeeshan Mahmood, J. Iqbal",10.3390/SU10030866,https://doi.org/10.3390/SU10030866,-,45,2018,Socially visible companies disclose more CSR information to manage relationships with stakeholders.
Corporate social responsibility on social media: a scoping review of the literature,"Alessandro Inversini, G. Derchi",10.1108/jices-04-2023-0046,https://doi.org/10.1108/jices-04-2023-0046,"Journal of Information, Communication and Ethics in Society",1,2024,This paper reviews the literature on how companies use social media to communicate their corporate social responsibility (CSR) activities.
Sustainable strategy for corporate governance based on the sentiment analysis of financial reports with CSR,"Yuan Song, Hongwei Wang, Maoran Zhu",10.1186/s40854-018-0086-0,https://doi.org/10.1186/s40854-018-0086-0,Financial Innovation,0,2018,Financial reports contain both financial and non-financial (CSR) disclosures that are correlated.
An exploratory analysis of corporate social responsibility reporting in US pharmaceutical companies,"Lori S. Cook, Helen LaVan, I. Žilić",10.1108/JCOM-02-2017-0020,https://doi.org/10.1108/JCOM-02-2017-0020,-,21,2018,"CSR reporting in US pharmaceutical companies focuses more on economic and philanthropic activities, while the business press focuses more on legal and ethical aspects."
Intrinsic drivers of the reputation for CSR: a cognitive analysis of consumer expectations,"Abosede Ijabadeniyi, J. Govender",10.1108/srj-10-2022-0451,https://doi.org/10.1108/srj-10-2022-0451,Social Responsibility Journal,10,2023,Ethical business conduct and corporate philanthropy are key drivers of corporate reputation for CSR.
CSR and stakeholders of small businesses in regional South Australia,"N. Evans, J. Sawyer",10.1108/17471111011064799,https://doi.org/10.1108/17471111011064799,-,69,2010,"Small businesses in a regional area of South Australia engage in CSR activities, especially towards their local community stakeholders."
Photographs depicting CSR: captured reality or creative illusion?,"S. Chong, A. Narayan, Irshad Ali",10.1108/PAR-10-2017-0086,https://doi.org/10.1108/PAR-10-2017-0086,Pacific Accounting Review,21,2019,Companies use photographs in CSR reporting to create idealistic images and engage in impression management.
Reporting within the Corridor of Conformance: Managerial Perspectives on Work Environment Disclosures in Corporate Social Responsibility Reporting,"S. Dixon, C. Searcy, W. Neumann",10.3390/SU11143825,https://doi.org/10.3390/SU11143825,Sustainability,13,2019,"CSR reporting on work environment disclosures is limited, focusing mainly on occupational health and safety indicators rather than employee well-being."
"Female leadership in corporate social responsibility reporting: Effects on writing, readability and future social performance","M. Harjoto, I. Laksmana, W. E. Lee",10.1016/j.adiac.2020.100475,https://doi.org/10.1016/j.adiac.2020.100475,Advances in Accounting,33,2020,"Female leadership in CSR reporting is associated with more readable and solidarity-focused reports, which are positively linked to future social performance."
Impact of CSR news reports on firm value,"J. Seok, Youseok Lee, Byung-Do Kim",10.1108/apjml-06-2019-0352,https://doi.org/10.1108/apjml-06-2019-0352,-,17,2020,"CSR news reports positively impact firm value, mediated by word-of-mouth and moderated by advertising expenditure."
Factors influencing the choice to declare CSR reporting stand-ards: Evidence from Baltic public companies,"V. Aleknevičienė, Dalia Juočiūnienė, Danutė Zinkevičienė",10.24136/eq.3241,https://doi.org/10.24136/eq.3241,Equilibrium. Quarterly Journal of Economics and Economic Policy,0,2024,"Factors influencing the choice of Baltic public companies to declare CSR reporting standards, such as company size, industry, and financial performance."
"The Relationship between Non-financial Reporting, Environmental Strategies and Financial Performance. Empirical Evidence from Milano Stock Exchange",S. Pizzi,10.3390/ADMSCI8040076,https://doi.org/10.3390/ADMSCI8040076,Administrative Sciences,27,2018,CSR reporting aims to provide non-financial information to investors and stakeholders to assess a company's environmental and sustainability practices.
CSR and Shareholder Value in the Restaurant Industry: The Roles of CSR Communication Through Annual Reports,"Minchung Kim, Yonghee Kim",10.1177/1938965518777969,https://doi.org/10.1177/1938965518777969,Cornell Hospitality Quarterly,27,2018,CSR communication through annual reports affects shareholder value in the restaurant industry.
Moderating role of internal factors in corporate social responsibility reporting persistence and corporate market value,"N. Ellili, C. Kuzey, Ali Uyar, Abdullah S. Karaman",10.1002/csr.2724,https://doi.org/10.1002/csr.2724,Corporate Social Responsibility and Environmental Management,3,2024,"Internal factors like board monitoring, financial slack, and shareholder-orientedness predict persistence in corporate social responsibility (CSR) reporting, which enhances corporate market value."
The influence of ownership structure on the extent of CSR reporting: An emerging market study,"Amer Al Fadli, John Sands, G. Jones, C. Beattie, Dominic Pensiero",10.1111/basr.12286,https://doi.org/10.1111/basr.12286,Business and Society Review,9,2022,Different ownership structures influence the extent of CSR reporting by companies in emerging markets.
The effect of corporate governance practices on corporate social responsibility disclosure,"Mohammad A. A. Zaid, M. Wang, Sara T. F. Abuhijleh",10.1108/JGR-10-2018-0053,https://doi.org/10.1108/JGR-10-2018-0053,Journal of Global Responsibility,57,2019,"Corporate governance practices, such as board size and independence, affect the extent of corporate social responsibility disclosure."
Evaluation and reporting of CSR in SME sector,"Justyna Szczanowicz, Sebastian Saniuk",10.1515/manment-2015-0027,https://doi.org/10.1515/manment-2015-0027,-,24,2016,The paper proposes a CSR evaluation and reporting model for small and medium-sized enterprises.
The influence of corporate characteristics on CSR reporting in Serbia,"I. Marković, Marina Janković-Perić, Biljana Rabasović",10.5937/sjm19-44069,https://doi.org/10.5937/sjm19-44069,Serbian Journal of Management,1,2024,"Corporate characteristics like ownership structure, age, and size influence CSR reporting in Serbia."
The impact of corporate social responsibility on earnings management practices: evidence from Saudi Arabia,"M. Habbash, L. Haddad",10.1108/srj-09-2018-0232,https://doi.org/10.1108/srj-09-2018-0232,Social Responsibility Journal,44,2019,CSR reporting is positively associated with earnings management practices in Saudi Arabian firms.
Responsible and sustainable lending by Financial Institutions: A literature Review,"S. Sachdeva, L. Ramesh",10.26794/2587-5671-2023-27-5-195-204,https://doi.org/10.26794/2587-5671-2023-27-5-195-204,Finance: Theory and Practice,0,2023,This paper reviews the literature on corporate social responsibility (CSR) reporting by financial institutions.
Standalone Corporate Social Responsibility Reporting in China: An Exploratory Analysis of its Relation to Legitimation,"Dennis M. Patten, Yi Ren, Na Zhao",10.1080/0969160X.2015.1007467,https://doi.org/10.1080/0969160X.2015.1007467,-,32,2015,CSR reporting in China appears to be more about legitimation than meaningful disclosure of social and environmental performance.
"Corporate Social Responsibility Disclosure Approaches, Corporate Reputation, and Corporate Performance: Evidence from China","Wenwen Lyu, Zarina Abdul Salam, Qiao Wang, Yanfang Xu",10.5755/j01.ee.35.3.34564,https://doi.org/10.5755/j01.ee.35.3.34564,The Engineering Economist,1,2024,"CSR reporting approaches positively impact corporate performance, mediated by corporate reputation."
Institutionally endorsed reputation for CSR leadership and the textual characteristics of CEO letters in CSR reports,"Isabel Lourenço, Jonas Oliveira, Manuel Castelo, Ana Sofia Inácio",10.1108/sampj-04-2024-0345,https://doi.org/10.1108/sampj-04-2024-0345,"Sustainability Accounting, Management and Policy Journal",0,2025,CSR reporting is influenced by a firm's reputation for CSR leadership and financial performance.
Measuring Corporate Social Responsibility in India: A Composite Indicator Model,Francis Kuriakose,10.1177/09746862221129334,https://doi.org/10.1177/09746862221129334,Social Science Research Network,7,2022,The paper proposes a composite indicator model to measure corporate social responsibility (CSR) practices of Indian companies.
"Consumer Proximity, Media Exposure, Enviromental Sensitivity, dan Profitability dalam Memengaruhi CSRDdi Indonesia","Luh Yuliskayani, I. G. E. Damayanthi",10.24843/EJA.2018.V23.I03.P02,https://doi.org/10.24843/EJA.2018.V23.I03.P02,-,6,2018,"Consumer proximity, media exposure, environmental sensitivity, and profitability influence corporate social responsibility (CSR) disclosure in Indonesia."
Corporate Social Responsibility Disclosure by SENSEX Companies in India,"A. Bhatia, S. Chander",10.1177/0258042X14535161,https://doi.org/10.1177/0258042X14535161,-,29,2014,"CSR disclosure by leading Indian companies is low, with the most well-disclosed areas being 'Others', 'Environment', and 'Community Involvement'."
Key Players in Corporate Social Responsibility (CSR) Institutionalization: An Analysis of Multinational Companies’ Interorganizational Positioning via CSR Reports,"Sifan Xu, Dajung Woo",10.1177/08933189221095770,https://doi.org/10.1177/08933189221095770,Management Communication Quarterly,14,2022,"CSR reports provide evidence of shared norms, values, and relationships among organizations that drive the institutionalization of CSR."
CSR and tax: a study in the transition from an ‘aggregate’ to ‘real entity’ view of corporations,"Bronwyn McCredie, Kerrie Sadiq",10.1108/PAR-11-2018-0088,https://doi.org/10.1108/PAR-11-2018-0088,Pacific Accounting Review,11,2019,"CSR reporting is expanding to include tax as a fourth dimension, driven by corporate attitudes shifting towards a ""real entity"" view of corporations."
